configuracao,arquivo,metrica,centralizada,adaptativa,diferenca,n_pares,n_pares_censurados
C4_C1,j6027_1.sm,retrabalho_sobre_plano,0.24190576825277474,0.15891255534789187,-0.08299321290488286,12,0
C4_C1,j602_1.sm,retrabalho_sobre_plano,0.3100465021758699,0.1824312591408076,-0.12761524303506228,12,0
C4_C1,j6032_1.sm,retrabalho_sobre_plano,0.2642486453562297,0.16902291133753813,-0.09522573401869157,12,0
C4_C1,j6035_1.sm,retrabalho_sobre_plano,0.2808450569541224,0.19939833611644295,-0.08144672083767945,12,0
C4_C1,j6038_1.sm,retrabalho_sobre_plano,0.2657467746885903,0.1759682851008939,-0.08977848958769642,12,0
C4_C1,j6040_1.sm,retrabalho_sobre_plano,0.3090261483677066,0.19306204005413738,-0.1159641083135693,12,0
C4_C1,j6043_1.sm,retrabalho_sobre_plano,0.2151658758950007,0.15495778743530803,-0.060208088459692666,12,0
C4_C1,j6046_1.sm,retrabalho_sobre_plano,0.31903833964142864,0.21135040822842585,-0.10768793141300277,12,0
C4_C1,j604_1.sm,retrabalho_sobre_plano,0.3254452794219074,0.22044320648648452,-0.10500207293542285,12,0
C4_C1,j607_1.sm,retrabalho_sobre_plano,0.27631234001804755,0.1805762482937764,-0.09573609172427117,12,0
C4_C1,j6010_1.sm,divida_latente_sobre_plano,0.09562566263159443,0.017857964030394694,-0.07776769860119974,12,0
C4_C1,j6013_1.sm,divida_latente_sobre_plano,0.09340502200937849,0.03288513917869924,-0.06051988283067925,12,0
C4_C1,j6016_1.sm,divida_latente_sobre_plano,0.14698405685857344,0.035001325145364436,-0.11198273171320904,12,0
C4_C1,j6019_1.sm,divida_latente_sobre_plano,0.11166676975052046,0.024956142144793497,-0.08671062760572695,12,0
C4_C1,j6021_1.sm,divida_latente_sobre_plano,0.09456184439626168,0.02716767536662006,-0.06739416902964161,12,0
C4_C1,j6024_1.sm,divida_latente_sobre_plano,0.10027478581510439,0.017587339853761937,-0.08268744596134243,12,0
C4_C1,j6027_1.sm,divida_latente_sobre_plano,0.07940203765842767,0.020937504914452013,-0.058464532743975645,12,0
C4_C1,j602_1.sm,divida_latente_sobre_plano,0.11719981355947734,0.020187315078566342,-0.09701249848091098,12,0
C4_C1,j6032_1.sm,divida_latente_sobre_plano,0.10894148740304455,0.021105221909394276,-0.08783626549365026,12,0
C4_C1,j6035_1.sm,divida_latente_sobre_plano,0.10748962791082768,0.021476867159753527,-0.08601276075107415,12,0
