alpha,beta,mu,CV,E0,construtos_compativeis,E0_compativel
0.7545527777777778,45.45633611111111,0.016328462748077654,1.1296172454803142,67.4845210681943,True,False
0.7545527777777778,45.456337500000004,0.016328462257318436,1.1296172461216694,67.4845216226954,True,False
0.7545527777777778,45.45633888888889,0.016328461766559246,1.1296172467630246,67.48452217719648,True,False
0.7545527777777778,45.45634027777778,0.016328461275800083,1.1296172474043797,67.48452273169758,True,False
0.7545527777777778,45.45634166666667,0.016328460785040952,1.1296172480457347,67.48452328619857,True,False
0.7545527777777778,45.45634305555556,0.01632846029428185,1.12961724868709,67.48452384069961,True,False
0.7545527777777778,45.45634444444445,0.016328459803522776,1.1296172493284449,67.48452439520062,True,False
0.7545527777777778,45.45634583333333,0.016328459312763735,1.1296172499697998,67.48452494970158,True,False
0.7545527777777778,45.45634722222222,0.016328458822004722,1.1296172506111548,67.48452550420255,True,False
0.7545527777777778,45.45634861111111,0.016328458331245736,1.1296172512525098,67.48452605870344,True,False
0.7545527777777778,45.45635,0.016328457840486782,1.1296172518938647,67.48452661320437,True,False
0.7545541666666667,45.45625,0.01632852273994727,1.129616149470718,67.48444579985792,True,False
0.7545541666666667,45.45625138888889,0.016328522249185348,1.1296161501120754,67.48444635436117,True,False
0.7545541666666667,45.45625277777778,0.016328521758423455,1.1296161507534328,67.48444690886437,True,False
0.7545541666666667,45.45625416666667,0.01632852126766159,1.1296161513947902,67.48444746336753,True,False
0.7545541666666667,45.45625555555555,0.01632852077689976,1.1296161520361476,67.48444801787062,True,False
0.7545541666666667,45.45625694444444,0.016328520286137953,1.129616152677505,67.48444857237392,True,False
0.7545541666666667,45.45625833333333,0.016328519795376174,1.1296161533188624,67.48444912687685,True,False
0.7545541666666667,45.45625972222222,0.01632851930461443,1.1296161539602196,67.48444968138013,True,False
0.7545541666666667,45.45626111111111,0.01632851881385271,1.1296161546015766,67.48445023588303,True,False
0.7545541666666667,45.456262499999994,0.016328518323091026,1.1296161552429338,67.48445079038619,True,False
0.7545541666666667,45.456263888888884,0.01632851783232937,1.1296161558842912,67.48445134488918,True,False
0.7545541666666667,45.456265277777774,0.01632851734156774,1.1296161565256482,67.48445189939216,True,False
0.7545541666666667,45.456266666666664,0.016328516850806142,1.1296161571670051,67.48445245389519,True,False
0.7545541666666667,45.456268055555554,0.016328516360044572,1.1296161578083623,67.4844530083981,True,False
0.7545541666666667,45.456269444444445,0.016328515869283033,1.1296161584497193,67.48445356290107,True,False
0.7545541666666667,45.456270833333335,0.01632851537852152,1.1296161590910763,67.484454117404,True,False
0.7545541666666667,45.45627222222222,0.01632851488776004,1.129616159732433,67.48445467190695,True,False
0.7545541666666667,45.45627361111111,0.01632851439699859,1.12961616037379,67.48445522640962,True,False
0.7545541666666667,45.456275,0.016328513906237168,1.1296161610151467,67.48445578091264,True,False
0.7545541666666667,45.45627638888889,0.016328513415475775,1.1296161616565035,67.4844563354153,True,False
0.7545541666666667,45.45627777777778,0.016328512924714413,1.1296161622978602,67.4844568899182,True,False
0.7545541666666667,45.45627916666666,0.01632851243395308,1.129616162939217,67.48445744442093,True,False
0.7545541666666667,45.45628055555555,0.01632851194319178,1.1296161635805737,67.48445799892369,True,False
0.7545541666666667,45.45628194444444,0.016328511452430503,1.1296161642219302,67.48445855342639,True,False
